world,rung,constraint,cost_musd,p_shed,ens_mwh,p_at_limit,p_expensive,mean_units_on,startups,solve_s,blocks_time_capped
REAL,lp,Set 8 constraint set,689.0544734065094,0.0,0.0,92.22602739726027,0.0,24.0,0,9.81334900856018,0
REAL,pmin,+ minimum stable generation,693.716457751933,0.0,0.0,69.16666666666667,0.0228310502283105,18.403767123287672,10826,37.60338807106018,0
REAL,ramp,+ ramp limits,689.6170222112249,0.5821917808219178,37.428019288859524,85.79908675799086,0.8561643835616438,11.77716894977169,95160,388.323438167572,0
REAL,full,+ min up/down and start-up costs,690.7221790168228,0.4452054794520548,28.87567375002006,52.78538812785388,0.01141552511415525,14.757420091324201,3031,291.09354400634766,0
EXPO,lp,Set 8 constraint set,651.1753643573958,20.468036529680365,526219.43109628,60.05707762557078,5.787671232876712,24.0,0,5.654973983764648,0
EXPO,pmin,+ minimum stable generation,656.9354455992556,20.62785388127854,527184.5377137826,42.842465753424655,11.575342465753424,17.21232876712329,26226,62.184860944747925,0
EXPO,ramp,+ ramp limits,666.9772677638368,21.87214611872146,536568.6131387656,40.273972602739725,11.746575342465754,15.806849315068494,106452,1018.0252721309662,19
EXPO,full,+ min up/down and start-up costs,710.1970230394215,26.735159817351597,705776.0032737602,35.41095890410959,25.810502283105023,19.493036529680364,3691,2321.0149788856506,46
