shares,rung,cost_musd,p_shed,ens_mwh,p_at_limit,mean_lines_at_limit,solve_s
v1,lp,689.0544734065094,0.0,0.0,92.22602739726027,0.9276255707762557,9.66061520576477
v1,pmin,693.716457751933,0.0,0.0,69.16666666666667,0.6970319634703196,41.198566913604736
v1,ramp,689.6170222112249,0.5821917808219178,37.428019288859524,85.79908675799086,0.8634703196347032,413.87894916534424
v1,full,690.7221790168228,0.4452054794520548,28.87567375002006,52.78538812785388,0.5327625570776255,315.9141252040863
v2,lp,687.4075756429285,0.0,0.0,92.8082191780822,0.9305936073059361,6.182881116867065
v2,pmin,691.658587003994,0.0,0.0,58.50456621004566,0.5850456621004566,33.90440797805786
v2,ramp,687.8021104324812,0.639269406392694,39.73735034360712,86.55251141552512,0.867579908675799,454.65329909324646
v2,full,688.9491231013808,0.1598173515981735,10.053287299566483,49.817351598173516,0.4988584474885845,354.7823929786682
