scen,demand_mw,shed_mw,shed,cost_usd,lmp_at_slack,n_at_limit,lmp_spread,expensive_on
882,456.0503164129725,0.0,false,9949.12637512016,20.00000100000001,1,26.46923094627647,true
883,195.40925921045505,0.0,false,3908.185184209101,20.00000100000001,0,5.3290705182007514e-14,false
884,591.1241938184829,129.7526878910248,true,11227.430118549159,20.00000100000011,1,13208.144920053983,true
885,224.8919064617373,0.0,false,4497.838129234748,20.00000100000001,0,5.3290705182007514e-14,false
886,446.9800825397833,0.0,false,8939.601650795665,20.000002000000016,0,7.105427357601002e-14,false
887,409.75986892696295,0.0,false,8195.197378539258,20.000002000000016,0,7.105427357601002e-14,false
888,255.76228005214978,0.0,false,5406.123129220312,20.000001000000005,1,105.75511975700012,true
889,294.09381407395205,0.0,false,6430.528564484635,20.000001000000008,1,86.50662759252033,true
890,225.54739140048963,0.0,false,4510.947828009797,20.000001,0,7.105427357601002e-14,false
891,156.9259447170939,0.0,false,3721.5134827620395,20.000001000000005,1,86.50662759252037,true
892,217.69096100647116,0.0,false,4353.819220129425,20.000001,0,7.105427357601002e-14,false
893,166.74442115009893,0.0,false,3334.8884230019808,20.000001,0,7.105427357601002e-14,false
894,311.4261416109886,0.0,false,6228.522832219779,20.00000100000001,1,2.265027990233648e-5,false
895,68.91854746767369,0.0,false,1378.370949353474,20.000001,0,7.105427357601002e-14,false
896,140.43372627419805,0.0,false,2808.6745254839634,20.000001,0,7.105427357601002e-14,false
897,703.9656004186357,114.52683376435806,true,15440.377821000015,20.000000999991926,2,15172.172364722797,true
898,238.94264467682322,0.0,false,4778.852893536465,20.000001000000022,0,1.6697754290362354e-13,false
899,401.3389096640339,14.912852891079256,true,9728.521135459096,20.000000999998292,1,13208.144920053983,true
900,308.92256431605,0.0,false,6178.451286320996,20.000001000000047,0,1.5631940186722204e-13,false
901,648.314689611616,134.10891385539756,true,12284.11551512437,20.000000999998292,1,13208.144920053983,true
902,582.2572373370475,149.2696352188834,true,10659.75204236328,20.000000999998292,1,13208.144920053983,true
903,167.62758680118674,0.0,false,3352.5517360237372,20.000001000000047,0,1.5631940186722204e-13,false
904,324.4864994622983,0.0,false,7652.6375242245995,20.000001000000044,2,134.83282993190906,true
905,463.2057986916882,0.0,false,9768.329947265902,20.26267698408291,1,85.37046708631718,true
906,193.17566914212648,0.0,false,3863.51338284253,20.000001000000047,0,1.6697754290362354e-13,false
907,315.5391146952096,0.0,false,6310.7822939041935,20.000001000000047,0,1.6697754290362354e-13,false
908,362.8289182665228,0.0,false,7585.642772169379,20.00000100000004,1,26.46923094627644,true
909,192.28981022001093,0.0,false,4276.279800113874,20.00000099999993,1,225.2227244937181,true
910,424.5952406859772,0.0,false,9219.103254922577,20.000000999999983,1,26.46923094627644,true
911,307.0903300443575,51.809763970836286,true,5811.182147696653,20.000001000009604,4,9981.673954726646,true
912,226.13725005503386,0.0,false,4522.745001100677,20.000001000000047,0,1.6697754290362354e-13,false
913,259.29005992142396,0.0,false,5727.8809175639235,20.000000999999987,2,43.25585682534845,true
914,219.9808825353298,0.0,false,4399.617650706597,20.000001000000047,0,1.6697754290362354e-13,false
915,518.7947792211235,0.0,false,11303.79116884495,40.00000300000001,0,3.836930773104541e-13,true
916,220.9476360407906,0.0,false,4418.952720815811,20.000001000000047,0,1.6697754290362354e-13,false
917,551.0535191103414,168.67809467505086,true,9647.50848870581,20.00000099999329,1,13208.144920053985,true
918,269.0874162336893,0.0,false,5381.748324673785,20.000001000000047,0,1.6697754290362354e-13,false
919,393.97716468628033,25.35572417250378,true,9372.428810275533,20.00000099999329,1,13208.144920053985,true
920,718.8287060328311,368.12601736051806,true,9014.053773446258,20.00000099999329,1,13208.144920053985,true
921,66.12583477983627,0.0,false,1322.5166955967275,20.000001000000047,0,1.6697754290362354e-13,false
922,422.1980132737823,0.0,false,8611.727611320703,20.000001000000054,2,134.83282993190855,true
923,389.76794976970183,0.0,false,8278.144059601595,20.000001,1,26.46923094627654,true
924,232.42225945262123,0.0,false,4834.843058569886,20.00000100000002,1,105.7551197569992,true
925,289.51346639551866,0.0,false,5790.269327910373,20.000001000000047,0,1.5631940186722204e-13,false
926,408.0070578590159,8.700921432843588,true,8555.7436254345,20.262676984082248,5,9981.389293347467,true
927,533.6285820071028,59.14043328067443,true,12054.62670749257,20.000000999999997,4,10007.858633546604,true
928,557.1130993620136,22.726083067224195,true,12583.54658108708,20.000000999999997,3,10007.8586335466,true
929,480.3448210012802,4.536722941629879,true,9662.610989180905,24.980400451120744,4,9979.999998000003,true
930,273.01492572487365,0.0,false,5460.29851449747,20.000000999999997,0,7.105427357601002e-14,false
931,386.63467710802655,21.28010944260867,true,7358.327964089155,20.262676984082823,5,13788.250405194805,true
932,326.39427343499494,0.0,false,6527.885468699891,20.000000999999997,0,7.105427357601002e-14,false
933,198.717942773834,0.0,false,3974.358855476675,20.000000999999997,0,7.105427357601002e-14,false
934,530.420530317426,1.8330682425430198,true,12348.390300357178,20.00000100000002,3,10007.858633546606,true
935,226.2983112740669,0.0,false,4525.966225481332,20.000001000000005,0,7.815970093361102e-14,false
936,334.23851139634434,0.0,false,7162.712587360306,20.00000100000002,1,26.46923094627644,true
937,267.6533267044484,0.0,false,5353.066534088961,20.000000999999997,0,7.105427357601002e-14,false
938,344.0306099175941,6.127141331672054,true,7130.047379539688,20.00000100000001,3,9981.673954726639,true
939,704.5283207982978,111.05815543636366,true,14369.403307238676,20.000001000003977,2,15961.749191366147,true
940,274.8847208507143,0.0,false,7100.3537670715095,20.00000100000001,1,105.7551197570002,true
941,263.74643078126724,0.0,false,5274.92861562534,20.000000999999997,0,7.105427357601002e-14,false
942,315.67406648752143,0.0,false,6886.722508664667,20.000001000000026,1,26.46923094627644,true
943,363.8435137229757,0.0,false,8575.699898367808,20.00000099999999,1,86.50662759252066,true
944,197.44054522097582,0.0,false,3948.810904419511,20.000000999999997,0,7.815970093361102e-14,false
945,539.9023447863215,42.96841479241764,true,11802.052342180657,20.000001,5,9989.018641617215,true
