hour,window_hour,bus,lmp_usd_per_mwh,demand_mw,unserved_mw
6331,1,Honolulu,254.95271003980756,420.34620568424396,0.0
6331,1,Ewa-Central,222.342737,343.01430308926797,0.0
6331,1,Koolaupoko,273.9999848631928,125.77925579392799,0.0
6331,1,Waianae,455.7193478540425,53.894702156148,0.0
6331,1,Wahiawa,287.7289050806284,43.214018532119994,0.0
6331,1,Ewa-West,157.09372045545675,31.227109756559997,0.0
6331,1,Koolauloa,322.77750151650093,22.711871218284,0.0
6331,1,Waialua,348.2450917855801,14.070121769447999,0.0
6331,1,Kahe,126.396861,0.0,0.0
