hour,window_hour,name,fuel,bus,dispatch_mw,varcost_usd_per_mwh,emissions_kg_co2
6333,21,H Power GEN2,Municipal solid waste,Ewa-West,28.0,10.0,18918.133024
6333,21,Kalaeloa combined cycle,LSFO,Ewa-West,220.0,96.054293,148108.81162
6333,21,Kahe K1,LSFO,Kahe,31.16,126.396861,27664.26108812
6333,21,Kahe K2,LSFO,Kahe,54.67,126.396861,48536.75076019
6333,21,Kahe K3,LSFO,Kahe,32.84,126.396861,29155.787359880003
6333,21,Kahe K4,LSFO,Kahe,44.07915242725821,126.396861,39134.05588224356
6333,21,Kahe K5,LSFO,Kahe,51.24,126.396861,45491.551288680006
6333,21,Kahe K6,LSFO,Kahe,51.48,126.396861,45704.626470359995
6333,21,Waiau W3,LSFO,Ewa-Central,47.2,134.48258,44695.881691200004
6333,21,Waiau W4,LSFO,Ewa-Central,47.7,134.48258,45169.3550142
6333,21,Waiau W5,LSFO,Ewa-Central,51.9,134.48258,49146.530927399996
6333,21,Waiau W6,LSFO,Ewa-Central,51.8,134.48258,49051.836262799996
6333,21,Waiau W7,LSFO,Ewa-Central,77.8,134.48258,73672.44905879999
6333,21,Waiau W8,LSFO,Ewa-Central,77.8,134.48258,73672.44905879999
6333,21,Schofield Generating Station S1,ULSD_SGS,Ewa-Central,8.4,147.332413,6259.8409440000005
6333,21,Schofield Generating Station S2,ULSD_SGS,Ewa-Central,8.4,147.332413,6259.8409440000005
6333,21,Schofield Generating Station S3,ULSD_SGS,Ewa-Central,8.4,147.332413,6259.8409440000005
6333,21,Schofield Generating Station S4,ULSD_SGS,Ewa-Central,8.4,147.332413,6259.8409440000005
6333,21,Schofield Generating Station S5,ULSD_SGS,Ewa-Central,8.4,147.332413,6259.8409440000005
6333,21,Schofield Generating Station S6,ULSD_SGS,Ewa-Central,8.4,147.332413,6259.8409440000005
6333,21,Waiau W10,Diesel,Ewa-Central,0.0,222.342737,0.0
6333,21,Waiau W9,Diesel,Ewa-Central,16.508414572741884,222.342737,20594.966021899658
6333,21,Campbell Industrial Park CIP1,ULSD_CIP,Ewa-West,0.0,237.972266,0.0
6334,22,H Power GEN1,Municipal solid waste,Ewa-West,58.0,10.0,39187.561263999996
6334,22,H Power GEN2,Municipal solid waste,Ewa-West,28.0,10.0,18918.133024
6334,22,Kalaeloa combined cycle,LSFO,Ewa-West,220.0,96.054293,148108.81162
6334,22,Kahe K1,LSFO,Kahe,31.16,126.396861,27664.26108812
6334,22,Kahe K2,LSFO,Kahe,31.24,126.396861,27735.28614868
6334,22,Kahe K3,LSFO,Kahe,32.84,126.396861,29155.787359880003
6334,22,Kahe K4,LSFO,Kahe,48.05175146500555,126.396861,42660.9819727011
6334,22,Kahe K5,LSFO,Kahe,89.67,126.396861,79610.21475519
6334,22,Kahe K6,LSFO,Kahe,51.48,126.396861,45704.626470359995
6334,22,Waiau W3,LSFO,Ewa-Central,47.2,134.48258,44695.881691200004
6334,22,Waiau W4,LSFO,Ewa-Central,47.7,134.48258,45169.3550142
6334,22,Waiau W5,LSFO,Ewa-Central,47.84858553499447,134.48258,45310.05758820713
6334,22,Waiau W6,LSFO,Ewa-Central,51.8,134.48258,49051.836262799996
6334,22,Waiau W7,LSFO,Ewa-Central,77.8,134.48258,73672.44905879999
6334,22,Waiau W8,LSFO,Ewa-Central,77.8,134.48258,73672.44905879999
6334,22,Schofield Generating Station S1,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6334,22,Schofield Generating Station S2,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6334,22,Schofield Generating Station S3,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6334,22,Schofield Generating Station S4,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6334,22,Schofield Generating Station S5,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6334,22,Schofield Generating Station S6,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6334,22,Waiau W10,Diesel,Ewa-Central,0.0,222.342737,0.0
6334,22,Waiau W9,Diesel,Ewa-Central,0.0,222.342737,0.0
6334,22,Campbell Industrial Park CIP1,ULSD_CIP,Ewa-West,0.0,237.972266,0.0
6335,23,H Power GEN1,Municipal solid waste,Ewa-West,58.0,10.0,39187.561263999996
6335,23,H Power GEN2,Municipal solid waste,Ewa-West,28.0,10.0,18918.133024
6335,23,Kalaeloa combined cycle,LSFO,Ewa-West,220.0,96.054293,148108.81162
6335,23,Kahe K1,LSFO,Kahe,31.16,126.396861,27664.26108812
6335,23,Kahe K2,LSFO,Kahe,54.67,126.396861,48536.75076019
6335,23,Kahe K3,LSFO,Kahe,32.84,126.396861,29155.787359880003
6335,23,Kahe K4,LSFO,Kahe,61.040000000000006,126.396861,54192.121207280004
6335,23,Kahe K5,LSFO,Kahe,51.24,126.396861,45491.551288680006
6335,23,Kahe K6,LSFO,Kahe,79.46932446500551,126.396861,70553.91978486633
6335,23,Waiau W3,LSFO,Ewa-Central,33.040000000000006,134.48258,31287.117183840004
6335,23,Waiau W4,LSFO,Ewa-Central,33.39,134.48258,31618.54850994
6335,23,Waiau W5,LSFO,Ewa-Central,32.27858553499447,134.48258,30566.09830998713
6335,23,Waiau W6,LSFO,Ewa-Central,36.26,134.48258,34336.28538396
6335,23,Waiau W7,LSFO,Ewa-Central,54.459999999999994,134.48258,51570.71434115999
6335,23,Waiau W8,LSFO,Ewa-Central,54.459999999999994,134.48258,51570.71434115999
6335,23,Schofield Generating Station S1,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6335,23,Schofield Generating Station S2,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6335,23,Schofield Generating Station S3,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6335,23,Schofield Generating Station S4,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6335,23,Schofield Generating Station S5,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6335,23,Schofield Generating Station S6,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6335,23,Waiau W10,Diesel,Ewa-Central,0.0,222.342737,0.0
6335,23,Waiau W9,Diesel,Ewa-Central,0.0,222.342737,0.0
6335,23,Campbell Industrial Park CIP1,ULSD_CIP,Ewa-West,0.0,237.972266,0.0
6336,24,H Power GEN1,Municipal solid waste,Ewa-West,58.0,10.0,39187.561263999996
6336,24,H Power GEN2,Municipal solid waste,Ewa-West,28.0,10.0,18918.133024
6336,24,Kalaeloa combined cycle,LSFO,Ewa-West,220.0,96.054293,148108.81162
6336,24,Kahe K1,LSFO,Kahe,31.16,126.396861,27664.26108812
6336,24,Kahe K2,LSFO,Kahe,69.72600133221768,126.396861,61903.66834034252
6336,24,Kahe K3,LSFO,Kahe,32.84,126.396861,29155.787359880003
6336,24,Kahe K4,LSFO,Kahe,34.88,126.396861,30966.926404160004
6336,24,Kahe K5,LSFO,Kahe,89.67,126.396861,79610.21475519
6336,24,Kahe K6,LSFO,Kahe,51.48,126.396861,45704.626470359995
6336,24,Waiau W3,LSFO,Ewa-Central,18.88,134.48258,17878.352676479997
6336,24,Waiau W4,LSFO,Ewa-Central,19.08,134.48258,18067.742005679997
6336,24,Waiau W5,LSFO,Ewa-Central,47.84858553499447,134.48258,45310.05758820713
6336,24,Waiau W6,LSFO,Ewa-Central,20.72,134.48258,19620.73450512
6336,24,Waiau W7,LSFO,Ewa-Central,31.888553132787848,134.48258,30196.758434886244
6336,24,Waiau W8,LSFO,Ewa-Central,31.12,134.48258,29468.97962352
6336,24,Schofield Generating Station S1,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6336,24,Schofield Generating Station S2,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6336,24,Schofield Generating Station S3,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6336,24,Schofield Generating Station S4,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6336,24,Schofield Generating Station S5,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6336,24,Schofield Generating Station S6,ULSD_SGS,Ewa-Central,0.0,147.332413,0.0
6336,24,Waiau W10,Diesel,Ewa-Central,0.0,222.342737,0.0
6336,24,Waiau W9,Diesel,Ewa-Central,0.0,222.342737,0.0
6336,24,Campbell Industrial Park CIP1,ULSD_CIP,Ewa-West,0.0,237.972266,0.0
