hour,gross_load_mw,net_load_mw
2050,906.315532,551.220402
2051,947.882664,512.788621
2052,972.260454,493.664405
2053,978.580511,489.779291
2054,969.248019,480.254369
2055,952.489722,489.765939
2056,967.700523,572.569104
2057,977.26654,692.397507
2058,971.44371,822.690958
2059,955.187875,903.707116
2060,944.213422,895.596914
2061,906.471653,854.519902
2062,865.411372,815.828443
2063,803.102451,760.362615
2064,733.996995,696.905728
2065,650.915564,619.924347
2066,606.284209,577.095079
2067,578.049129,549.647535
2068,568.134328,542.174007
2069,584.604517,558.969911
2070,619.159224,592.332287
2071,658.047974,627.892008
2072,700.614187,593.866069
2073,779.842669,573.747972
2074,848.989431,556.571315
2075,887.123275,539.367609
2076,918.366496,524.180985
2077,934.450703,522.746098
2078,929.594677,521.618821
2079,937.652887,532.421566
2080,956.567419,610.047794
2081,974.117776,713.969939
2082,978.021779,841.025056
2083,965.537591,913.383954
2084,958.437861,904.064277
2085,923.962926,871.935299
2086,874.432055,827.160622
2087,790.650425,749.539254
2088,711.433376,676.605863
2089,634.257558,604.33352
2090,592.119176,563.251028
2091,570.1848,542.873095
2092,566.559306,539.986938
2093,611.00502,583.498176
2094,697.06691,665.529651
2095,799.75063,762.21537
2096,856.942646,758.62869
2097,919.815244,717.839779
2098,976.115748,672.489024
2099,1008.221274,600.524267
2100,1027.510374,570.293286
2101,1041.098026,572.853088
2102,1035.880685,567.091369
2103,1030.807755,602.820591
2104,1039.126142,684.246149
2105,1037.405734,774.46521
2106,1026.785228,879.858692
2107,1005.456612,946.145998
2108,1001.267367,943.149471
2109,952.579185,897.733561
2110,882.324163,834.69525
2111,793.098791,753.158451
2112,710.311823,676.084211
2113,635.878672,604.63507
2114,592.602365,563.193812
2115,565.835067,537.949168
2116,564.614984,537.653309
2117,606.791852,578.825033
2118,691.42526,659.197229
2119,796.491271,759.172925
2120,857.138099,742.846418
2121,919.025453,699.828015
2122,969.217536,635.363365
2123,1002.682731,585.02481
2124,1018.218547,556.161857
2125,1033.817861,564.51274
2126,1027.968764,560.587449
2127,1022.084452,582.706504
2128,1031.437086,645.171729
2129,1032.854552,746.962606
2130,1021.557224,873.960242
2131,1002.938655,942.766713
2132,994.196708,936.564316
2133,940.176811,885.688622
2134,877.629307,829.795994
2135,792.633845,750.18672
2136,706.312118,669.949257
2137,655.627856,623.497415
2138,614.126002,583.931956
2139,589.386363,560.450991
2140,586.806348,559.413687
2141,632.469185,604.242058
2142,720.614017,687.881671
2143,827.895943,791.361654
2144,886.350433,777.922269
2145,939.482146,710.949992
2146,993.016821,679.158718
2147,1026.649993,670.031595
2148,1043.165615,670.357119
2149,1059.022221,688.087093
2150,1056.564078,673.7744
2151,1062.000961,696.287244
2152,1071.913632,755.325713
2153,1070.463712,842.736526
2154,1054.50205,932.780765
2155,1023.86647,968.889636
2156,1012.62128,954.979911
2157,965.38969,910.988581
2158,902.529624,855.844373
2159,823.883411,783.229461
2160,730.887714,695.632131
2161,714.328413,681.214876
2162,668.718298,637.662535
2163,642.297071,612.510282
2164,640.839335,612.074559
2165,689.477925,659.753285
2166,768.733056,733.999862
2167,878.63564,836.879241
2168,940.154028,832.255014
2169,999.949468,781.046686
2170,1044.041111,730.325824
2171,1074.860229,705.538457
2172,1105.239811,696.394678
2173,1118.001531,684.696301
2174,1127.543676,683.738446
2175,1138.946264,731.625599
2176,1134.620905,795.210386
2177,1135.288667,905.13705
2178,1107.062554,977.198085
2179,1064.60082,1001.764112
2180,1065.25385,1002.993155
2181,1033.451916,974.622606
2182,957.740511,906.604179
2183,874.68796,830.234208
2184,783.275594,746.140386
2185,722.657448,689.411896
2186,677.359503,645.639186
2187,647.300406,616.23684
2188,636.962419,606.090356
2189,666.56261,636.246908
2190,709.47772,674.430038
2191,770.668573,730.088444
2192,825.498181,719.72342
2193,903.645131,689.245256
2194,972.729269,662.797996
2195,1022.958937,651.740014
2196,1062.0017,646.314371
2197,1058.254866,630.120381
2198,1083.373643,657.894883
2199,1089.349008,708.771527
2200,1087.768876,763.567712
2201,1095.509375,859.946229
2202,1061.098129,929.586528
2203,1010.10479,950.571013
2204,982.126752,919.181065
2205,960.077989,897.677405
2206,917.201094,865.937479
2207,875.325799,831.162105
2208,790.038188,752.62971
2209,710.879227,677.448867
2210,661.40491,629.83174
2211,629.974882,599.316042
2212,623.415613,594.283132
2213,647.153861,618.82702
2214,686.468137,656.054911
2215,744.498126,709.402051
2216,801.628597,696.44919
2217,881.485925,647.453678
2218,948.137539,604.278224
2219,987.960849,581.88665
2220,1020.299676,559.611042
2221,1025.029881,558.205248
2222,1029.397588,597.440172
2223,1026.316939,639.666751
2224,1023.489885,718.264929
2225,1031.337556,788.292136
2226,1012.141573,875.147801
2227,985.912513,929.114308
2228,983.597588,924.840335
2229,958.903525,901.101414
2230,909.390178,859.315413
2231,850.452512,806.855664
2232,775.605762,738.521589
2233,702.130155,669.187856
2234,656.027114,624.876874
2235,627.704249,597.421133
2236,618.124817,589.252059
2237,635.063402,607.287828
2238,664.856786,635.443303
2239,708.059764,675.73356
2240,752.848752,649.282283
2241,830.154297,620.837926
2242,896.018936,592.74492
2243,932.191905,543.786343
2244,972.181275,542.634427
2245,986.85997,541.910986
2246,996.212333,535.967095
2247,1018.136158,581.189954
2248,1019.721437,674.574511
2249,1035.435798,778.006564
2250,1025.737344,888.846942
2251,1002.861263,939.649708
2252,1004.197452,943.344699
2253,982.663388,924.630735
2254,924.363227,873.014563
2255,842.817725,799.329147
2256,757.185672,720.226801
2257,670.48198,637.536933
2258,627.621601,596.815735
2259,606.149869,575.071366
2260,603.595767,573.794552
2261,648.526047,619.068534
2262,730.17743,696.667963
2263,838.017514,800.272203
2264,894.047128,788.264892
2265,952.613389,715.825059
2266,1004.140535,678.918315
2267,1034.582305,634.607912
2268,1060.287586,648.845602
2269,1072.621248,646.377544
2270,1080.262817,618.56554
2271,1089.923085,663.660899
2272,1078.941642,708.281779
2273,1076.318303,815.915695
2274,1053.842724,908.247987
2275,1023.956814,961.005964
2276,1029.677636,965.980839
2277,994.110903,933.327109
2278,914.870882,862.537633
2279,828.969082,784.273321
2280,740.72721,703.017643
2281,675.553429,642.106171
2282,631.3428,599.755924
2283,604.951952,574.732608
2284,604.68972,576.026636
2285,647.482089,617.775931
2286,727.7862,693.569024
2287,838.121628,796.908832
2288,898.370925,782.354183
2289,956.299589,712.587145
2290,1001.792682,665.803984
2291,1033.523003,629.725532
2292,1055.850263,603.682102
2293,1070.188684,605.474623
2294,1077.429851,614.263982
2295,1086.052319,647.762703
2296,1076.540459,696.590281
2297,1076.937761,805.291343
2298,1053.377722,900.354421
2299,1025.943223,963.200292
2300,1026.594848,964.678658
2301,985.541436,926.679201
2302,914.169607,862.283266
2303,832.36784,787.547001
2304,740.246233,702.07108
2305,651.916431,617.910019
2306,611.408557,579.239431
2307,588.311611,557.22141
2308,588.22797,559.113576
2309,632.686035,603.223128
2310,714.535319,680.683721
2311,826.45575,788.581228
2312,875.659744,779.901666
2313,920.019209,724.486963
2314,965.802454,680.359646
2315,999.209789,641.991192
2316,1016.24997,616.226229
2317,1031.460229,642.390554
2318,1038.091002,650.774739
2319,1061.541839,748.628121
2320,1046.741508,787.826393
2321,1047.477482,846.988721
2322,1023.68336,904.75344
2323,989.578067,927.714914
2324,990.947874,928.662408
2325,958.332383,897.701127
2326,887.080527,835.036773
2327,815.527509,771.554705
2328,719.815472,682.075929
2329,638.932709,605.405708
2330,596.538648,566.557768
2331,572.305176,544.733587
2332,573.566714,545.266201
2333,618.860117,589.599843
2334,694.548836,660.597325
2335,803.355518,761.352113
2336,849.702986,748.126496
2337,901.675016,713.59319
2338,940.357577,653.410639
2339,973.722946,610.766073
2340,993.271628,599.943076
2341,1007.166022,603.161732
2342,1009.573034,606.402304
2343,1026.460682,638.55184
2344,1012.055409,687.595408
2345,1018.561247,786.261105
2346,998.199879,860.212083
2347,965.582318,904.452795
2348,971.766567,909.068188
2349,942.453896,882.316063
2350,867.489418,815.605636
2351,790.684681,746.022385
2352,704.84594,666.753639
2353,652.13997,618.187073
2354,610.815112,579.18067
2355,587.980511,559.722647
2356,588.876251,559.604475
2357,633.212928,603.134261
2358,707.509746,673.051204
2359,811.254736,770.176983
2360,860.154263,741.838445
2361,910.945571,678.820217
2362,957.242686,617.309666
2363,988.244133,577.253569
2364,1009.400942,565.363545
2365,1019.009401,573.652455
2366,1029.135537,568.490723
2367,1044.431942,623.073427
2368,1035.148067,674.197022
2369,1030.920836,767.139632
2370,999.250611,856.693124
2371,961.278208,897.852394
2372,950.768539,888.860973
2373,923.35298,860.899263
2374,866.6821,814.827141
2375,808.128279,763.153059
2376,728.467685,690.117807
2377,669.799752,636.126907
2378,622.636952,591.01626
2379,591.451707,562.660786
2380,586.389113,557.804267
2381,608.286186,579.948276
2382,645.637528,615.418426
2383,703.064338,665.566864
2384,751.844814,631.968548
2385,827.396177,572.960676
2386,891.070661,538.607354
2387,932.295414,521.789055
2388,958.672971,520.807554
2389,964.026593,509.127762
2390,964.46716,506.675097
2391,964.405459,551.44621
2392,956.030474,618.42434
2393,967.091392,717.483079
2394,952.224123,811.85334
2395,931.413245,873.476208
2396,932.142675,875.310487
2397,908.818688,851.577315
2398,859.716445,809.027583
2399,804.217545,760.848962
2400,732.438488,695.645996
2401,676.286202,643.995733
2402,631.285553,600.572444
2403,603.712601,576.249128
2404,595.065275,567.559131
2405,610.857204,583.772973
2406,639.428103,610.927678
2407,682.25543,647.518856
2408,721.844168,623.92063
2409,796.468024,588.666747
2410,860.478551,539.183437
2411,897.524318,533.813564
2412,933.801099,528.969792
2413,948.868049,513.871511
2414,955.774649,492.389173
2415,979.578629,542.136515
2416,977.708741,625.980466
2417,995.424262,750.701631
2418,988.421666,847.879459
2419,968.919947,906.289582
2420,972.152113,913.166652
2421,951.471312,893.133903
2422,893.427181,841.856996
2423,814.02329,770.241718
2424,730.30175,693.338457
2425,642.32678,609.15249
2426,600.667379,570.989225
2427,580.012626,553.454853
2428,578.473989,550.427615
2429,622.155067,593.762342
2430,702.474638,669.582845
2431,809.905476,768.19068
2432,860.269777,741.033085
2433,915.914523,685.799113
2434,965.421741,635.704296
2435,996.814364,585.877245
2436,1018.475036,560.589483
2437,1031.231676,563.707328
2438,1036.208754,560.5873
2439,1047.917322,603.107374
2440,1033.171712,664.830648
2441,1032.7285,754.029809
2442,1013.189872,867.730007
2443,986.980096,922.429094
2444,994.766454,931.603478
2445,960.129292,899.126998
2446,881.168198,829.220909
2447,797.599534,752.849199
2448,711.439035,674.472517
2449,682.522191,648.591679
2450,638.014305,607.066567
2451,611.421244,581.826539
2452,610.907673,582.327891
2453,654.009235,624.370019
2454,734.642985,700.521409
2455,845.079707,803.413229
2456,906.73124,792.455486
2457,965.383015,724.787989
2458,1011.376064,669.538461
2459,1042.871038,604.097602
2460,1066.199389,589.671579
2461,1080.433118,601.022287
2462,1088.33378,608.603328
2463,1096.449268,669.163467
2464,1087.869086,746.320851
2465,1087.726779,848.161797
2466,1063.439809,918.519444
2467,1035.09542,971.248795
2468,1035.235799,974.147289
2469,993.952307,934.586274
2470,922.51144,870.746392
2471,840.132193,796.089041
2472,747.495421,709.965991
2473,668.270261,634.943259
2474,627.064802,595.810475
2475,603.493318,572.644696
2476,602.819848,573.736209
2477,648.003507,618.502063
2478,730.626369,696.826177
2479,842.784509,801.194656
2480,895.279176,783.015106
2481,941.335591,736.679764
2482,988.292101,675.657201
2483,1021.147137,645.603439
2484,1040.536612,639.334909
2485,1055.501187,651.823722
2486,1063.679618,668.961848
2487,1085.940709,711.863879
2488,1073.326779,766.230389
2489,1072.796435,846.086928
2490,1047.296397,919.983117
2491,1011.055837,946.068856
2492,1011.225887,948.91212
2493,978.070458,918.252233
2494,906.656588,854.377543
2495,833.748378,789.225351
2496,736.827385,699.396463
2497,678.223921,643.972808
2498,634.153867,602.614135
2499,608.780283,580.509632
2500,608.624717,579.982209
2501,655.661409,626.108177
2502,733.208704,698.850733
2503,842.586497,801.059203
2504,896.840037,780.695402
2505,952.889106,706.818165
2506,994.39052,664.408979
2507,1026.428952,617.34974
2508,1051.621977,604.95078
2509,1064.926097,609.170651
2510,1071.051464,611.771105
2511,1085.080665,672.791987
2512,1075.928371,716.935193
2513,1079.391792,813.93438
2514,1054.931844,906.370004
2515,1017.184157,953.583847
2516,1020.485903,957.902186
2517,989.875995,930.323527
2518,914.522268,863.063002
2519,834.461587,790.088429
2520,745.718245,708.409697
2521,689.57518,656.167597
2522,646.653499,614.936399
2523,622.73264,591.787979
2524,622.278217,592.967059
2525,668.275834,638.364787
2526,744.343434,710.161827
2527,848.632558,803.401492
2528,905.064697,787.2527
2529,959.740457,726.127906
2530,1008.72327,693.345528
2531,1038.460462,664.730366
2532,1064.994991,660.704089
2533,1074.041058,669.882338
2534,1087.709906,674.066695
2535,1100.282889,693.982435
2536,1096.003857,747.937643
2537,1088.877925,829.10116
2538,1053.302724,906.846688
2539,1010.442527,933.087873
2540,997.186516,925.057652
2541,968.534998,907.34462
2542,911.493256,860.402465
2543,849.837292,805.775666
2544,767.409302,730.060531
2545,714.939122,681.584996
2546,665.850872,634.025632
2547,633.355819,603.877591
2548,626.665196,598.568528
2549,650.565032,622.668652
2550,690.051583,659.910511
2551,748.134509,697.29666
2552,805.997807,689.325921
2553,886.233042,676.189628
2554,953.14594,656.96264
2555,992.846254,640.255254
2556,1025.708265,643.98743
2557,1030.383756,625.182876
2558,1035.096123,633.134537
2559,1031.75052,651.865159
2560,1029.410374,717.486635
2561,1036.976038,808.874138
2562,1017.400151,882.778214
2563,990.695571,931.838528
2564,988.113463,929.824865
2565,963.299157,906.033878
2566,913.749729,862.63402
2567,854.510265,810.206875
2568,779.394282,742.399745
2569,703.320797,670.334915
2570,657.166969,626.029985
2571,628.809555,601.050337
2572,619.18718,591.392327
2573,636.178592,609.015254
2574,666.028297,637.586114
2575,709.248581,669.941882
2576,754.277147,632.398135
2577,831.706239,576.459642
2578,897.656298,545.66885
2579,933.789057,507.027622
2580,973.949468,512.869503
2581,988.610275,503.352952
2582,998.075315,513.039602
2583,1019.912521,571.351443
2584,1021.656982,649.620453
2585,1037.279147,768.738395
2586,1027.456494,876.599118
2587,1004.424955,941.065594
2588,1005.673795,945.290978
2589,984.100421,926.444405
2590,925.788464,874.315778
2591,844.144298,799.793135
2592,758.424227,720.602559
2593,689.413201,655.891466
2594,645.745297,614.397579
2595,623.724238,593.081365
2596,620.48735,591.609934
2597,666.257578,637.308295
2598,748.804457,714.482686
2599,856.919713,811.599315
2600,916.758616,808.412712
2601,977.289268,783.684494
2602,1030.174589,756.991962
2603,1059.977017,716.218561
2604,1088.401845,684.569583
2605,1100.451102,683.97226
2606,1109.884242,686.329046
2607,1118.167259,727.503956
2608,1109.716796,780.170849
2609,1105.627566,878.316056
2610,1081.177216,945.949291
2611,1048.819518,977.792125
2612,1053.151498,987.177059
2613,1016.959732,955.896562
2614,937.532164,885.92939
2615,850.061591,805.237838
2616,760.42023,722.599832
2617,694.288543,660.332162
2618,649.278756,617.36553
2619,622.344271,591.342178
2620,621.406326,592.105129
2621,665.029942,635.058748
2622,746.220272,711.423597
2623,856.828022,808.150968
2624,920.847148,803.633974
2625,980.719854,747.253425
2626,1027.557053,721.334167
2627,1058.654654,723.300523
2628,1083.673291,707.108176
2629,1097.730253,707.932722
2630,1106.744433,706.236851
2631,1114.003916,735.762451
2632,1106.996818,785.879109
2633,1105.943414,857.588667
2634,1080.42906,938.65824
2635,1050.548377,984.521077
2636,1049.825547,987.154282
2637,1008.153577,949.0586
2638,936.596144,885.526293
2639,853.241855,808.310933
2640,759.735255,721.163
2641,683.398428,649.733381
2642,641.547668,609.26412
2643,617.537209,589.175387
2644,616.318117,587.659158
2645,662.172988,632.680078
2646,745.511451,711.805021
2647,857.889485,810.475412
2648,913.428201,799.030826
2649,961.054385,722.506102
2650,1009.096229,688.190577
2651,1041.440359,666.303624
2652,1063.003057,644.646032
2653,1077.74036,655.360215
2654,1087.350457,680.420509
2655,1108.51097,748.509839
2656,1097.919577,795.785198
2657,1096.217821,872.338865
2658,1069.139721,930.40955
2659,1030.923925,967.479173
2660,1029.984134,968.483758
2661,996.329234,936.872299
2662,924.765493,872.883345
2663,850.603657,806.050926
2664,752.564315,715.543911
2665,693.597221,661.324684
2666,648.871409,621.331228
2667,623.051738,595.779418
2668,622.341708,594.43022
2669,670.060488,641.171786
2670,748.33498,715.272097
2671,857.936229,813.380687
2672,915.283143,788.684646
2673,972.927417,744.262754
2674,1015.531751,673.219846
2675,1047.050999,630.279084
2676,1074.452461,644.450319
2677,1087.525627,671.710722
2678,1095.105859,702.585653
2679,1108.016647,729.215326
2680,1100.919663,769.312751
2681,1103.192692,865.176456
2682,1077.129111,936.41075
2683,1037.374181,973.960441
2684,1039.548104,978.315611
2685,1008.430631,949.332389
2686,932.924604,881.091436
2687,851.589985,806.507134
2688,761.710171,724.228167
2689,698.014737,665.009907
2690,654.73306,626.405273
2691,630.567311,602.612867
2692,629.808501,600.861127
2693,676.180568,646.379251
2694,752.64738,718.771301
2695,857.059177,814.333898
2696,915.1895,794.238328
2697,970.740987,733.018159
2698,1020.329277,695.983772
2699,1049.781449,672.937362
2700,1077.528355,666.086538
2701,1086.447634,693.565982
2702,1100.915166,678.676702
2703,1112.874168,706.603858
2704,1109.723451,776.381249
2705,1101.944022,866.096402
2706,1065.488467,924.014367
2707,1021.526344,957.948761
2708,1007.651187,946.419475
2709,978.721028,917.102028
2710,921.595677,869.621659
2711,859.240353,814.581754
2712,776.188469,739.04382
2713,708.180473,675.679661
2714,659.380518,631.97101
2715,627.08158,599.900902
2716,620.63472,592.801882
2717,644.234685,616.586655
2718,683.401534,653.94484
2719,741.386222,699.246842
2720,797.889562,662.13542
2721,877.423488,644.415263
2722,943.851503,616.955357
2723,983.780069,603.507631
2724,1015.671172,609.711794
2725,1020.448199,604.508712
2726,1024.520956,588.792795
2727,1021.667047,623.647017
2728,1018.423314,702.662023
2729,1026.512317,779.114634
2730,1007.641444,866.198678
2731,981.819319,920.629485
2732,979.733042,924.204936
2733,955.141879,898.620937
2734,905.659408,856.414422
2735,846.980013,804.210131
2736,772.363663,736.042616
2737,699.293623,667.189697
2738,653.311577,622.338651
2739,625.071019,597.443056
2740,615.593891,588.192783
2741,632.406624,605.223455
2742,662.065833,633.775871
2743,705.227581,669.003287
2744,749.44581,626.935526
2745,826.457023,567.087898
2746,892.118162,518.490361
2747,928.386926,489.542483
2748,967.968817,510.516182
2749,982.690125,530.867254
2750,991.77405,515.148062
2751,1013.904234,578.139755
2752,1015.110288,641.993112
2753,1031.044288,759.280602
2754,1021.641721,867.858301
2755,999.135997,934.718055
2756,1000.68028,941.069053
2757,979.239868,920.961679
2758,920.967807,869.249852
2759,839.657361,795.248815
2760,754.234998,716.683329
2761,686.80079,654.182489
2762,643.244321,612.184851
2763,621.299066,593.449566
2764,618.156399,590.085146
2765,663.810719,635.01358
2766,746.234024,713.850088
2767,854.311307,809.352844
2768,913.624548,787.776266
2769,973.884125,733.188689
2770,1026.582024,675.97196
2771,1056.472678,639.142993
2772,1084.522223,642.586142
2773,1096.610726,657.172087
2774,1105.796639,664.298982
2775,1114.269709,717.076769
2776,1105.469985,767.648434
2777,1101.583039,860.00375
2778,1077.405198,933.97438
2779,1045.388594,979.110975
2780,1049.912226,989.791292
2781,1013.806712,955.308812
2782,934.405025,883.848045
2783,847.150934,803.856961
2784,757.702695,721.035647
2785,686.234195,653.23993
2786,641.567971,610.342433
2787,614.867199,586.693073
2788,614.219748,586.552928
2789,657.486005,630.130035
2790,738.295344,706.386168
2791,848.786021,806.050604
2792,911.184473,783.797559
2793,970.221422,733.365261
2794,1016.480781,682.16054
2795,1047.850393,647.510628
2796,1071.711989,651.711978
2797,1085.889952,679.447578
2798,1094.141902,693.467765
2799,1101.987341,739.554827
2800,1093.90343,790.177645
2801,1093.473694,871.95699
2802,1068.799513,935.726685
2803,1039.97046,979.782767
2804,1039.838518,982.885937
2805,998.43247,939.077118
2806,926.954829,873.931463
2807,844.267979,798.793425
2808,751.356797,712.044358
2809,661.861801,627.303357
2810,620.9297,591.685878
2811,597.544169,569.45737
2812,597.101832,568.734345
2813,642.001157,613.880977
2814,724.320882,691.702874
2815,836.385873,787.158803
2816,887.591047,761.705626
2817,932.982491,706.224073
2818,979.479242,652.131523
2819,1012.550703,637.6624
2820,1031.019577,627.072485
2821,1046.080426,632.996525
2822,1053.652387,649.207062
2823,1076.379696,705.062291
2824,1062.908996,741.069643
2825,1062.874875,832.659493
2826,1038.043323,906.467278
2827,1002.639495,936.98853
2828,1003.279685,944.066461
2829,970.335838,909.448359
2830,898.985455,846.122151
2831,826.608294,779.863441
2832,730.161047,691.158163
2833,670.204592,638.658896
2834,626.476608,597.98241
2835,601.33572,572.985595
2836,601.469385,572.789831
2837,648.150271,619.81558
2838,725.318232,692.297871
2839,834.579461,785.918659
2840,887.219373,750.166296
2841,942.436319,694.257941
2842,983.362406,635.312436
2843,1015.671666,625.030987
2844,1039.712681,607.885579
2845,1053.137276,641.780764
2846,1058.503727,647.216504
2847,1073.116337,704.976919
2848,1062.891911,763.365577
2849,1066.976289,845.406065
2850,1043.35286,902.742268
2851,1006.652231,938.290135
2852,1010.542296,951.167397
2853,980.197153,919.637205
2854,904.922871,851.136307
2855,825.526729,779.224005
2856,737.376215,698.102791
2857,673.536521,639.749505
2858,631.29898,602.610449
2859,607.843514,579.332492
2860,607.967552,579.115941
2861,653.25356,624.800571
2862,728.56249,695.295225
2863,832.618487,787.113194
2864,885.82337,768.755498
2865,938.834883,719.784127
2866,986.667042,691.768517
2867,1016.945889,672.012441
2868,1041.1764,645.776264
2869,1050.463417,650.629414
2870,1062.614432,660.893441
2871,1076.354233,668.011453
2872,1069.930937,733.661494
2873,1064.046917,810.010148
2874,1030.144756,870.699789
2875,989.378675,906.328786
2876,977.299301,901.033517
2877,949.177314,886.190765
2878,892.294463,838.683869
2879,831.967574,785.812346
2880,750.725241,711.052753
2881,679.320068,643.259005
2882,635.904082,602.701369
2883,606.304937,576.749568
2884,598.939806,569.473418
2885,615.595299,587.294366
2886,656.556417,625.9073
2887,706.039138,643.891777
2888,760.810889,610.249812
2889,842.991351,579.194986
2890,910.061632,532.955649
2891,953.393768,533.496972
2892,975.910577,526.076586
2893,974.442969,516.936184
2894,989.304483,528.015963
2895,983.203757,579.005461
2896,980.063247,643.003999
2897,975.280951,745.678274
2898,959.965695,830.253148
2899,941.37028,880.387881
2900,946.724653,888.98719
2901,921.535878,860.834981
2902,880.419525,826.625248
2903,819.360756,772.215759
2904,748.332259,708.241147
2905,684.670106,648.983727
2906,643.513783,611.831187
2907,617.590198,588.241839
2908,606.587046,577.400628
2909,616.934022,589.085954
2910,648.915306,619.729778
2911,683.498422,642.837948
2912,728.591142,598.387399
2913,809.615308,579.877991
2914,876.953364,550.922884
2915,916.083355,526.36851
2916,948.606989,521.915197
2917,957.087688,532.40152
2918,978.484594,543.187852
2919,996.963263,592.787699
2920,1000.36409,659.533955
2921,1002.561131,741.258122
2922,995.481013,848.866226
2923,978.452284,915.979777
2924,986.451891,927.918615
2925,963.957377,904.971514
2926,913.643709,860.493556
2927,828.014217,782.150116
2928,744.756981,705.32535
2929,671.495469,635.873944
2930,632.908579,599.891321
2931,613.432904,582.974905
2932,609.031517,579.210693
2933,649.055419,619.958226
2934,735.249991,700.247737
2935,836.262169,788.125417
2936,896.231131,762.213165
2937,959.812085,730.121728
2938,1013.743699,702.533805
2939,1046.309236,671.187798
2940,1066.968275,637.066083
2941,1072.761338,645.329547
2942,1094.262607,689.205199
2943,1098.840747,724.788618
2944,1092.106974,775.926632
2945,1074.095231,838.548921
2946,1052.174351,908.380836
2947,1025.254684,957.735332
2948,1036.455739,972.281512
2949,998.903375,934.249929
2950,927.018336,871.723206
2951,835.253801,787.04512
2952,747.85571,707.944547
2953,691.629029,657.010592
2954,650.991826,621.440114
2955,626.171435,596.936597
2956,623.51259,593.947701
2957,662.003121,631.752784
2958,747.445333,711.979082
2959,851.252579,800.078373
2960,918.514148,785.427561
2961,982.986325,782.462166
2962,1031.825619,734.796139
2963,1065.244726,695.322649
2964,1084.569349,738.556475
2965,1092.206838,743.250165
2966,1114.62112,717.383591
2967,1117.076636,747.505027
2968,1113.78019,812.686807
2969,1097.767277,883.911925
2970,1073.205831,945.156834
2971,1046.963323,980.522915
2972,1051.746885,990.549588
2973,1008.177114,946.289151
2974,944.193755,890.131493
2975,855.437735,808.165101
2976,762.964608,722.960193
2977,695.515129,658.443269
2978,657.493825,624.432121
2979,635.172622,605.221862
2980,631.684214,601.457407
2981,673.147147,643.018938
2982,761.550691,726.313452
2983,867.366297,819.466963
2984,929.013303,805.262234
2985,982.473594,751.317838
2986,1033.586728,708.220533
2987,1067.769481,676.251635
2988,1085.731984,642.361584
2989,1093.798114,652.054459
2990,1118.296965,668.050541
2991,1133.958868,714.733491
2992,1129.001131,780.509175
2993,1111.110597,854.446322
2994,1083.32287,934.525971
2995,1046.498976,981.459391
2996,1050.007916,988.585134
2997,1014.158861,951.942087
2998,950.007397,895.967483
2999,869.509566,822.135391
3000,771.285921,730.197244
3001,692.520659,655.883989
3002,652.102934,617.806332
3003,628.332609,595.964564
3004,625.844023,595.175081
3005,668.599527,638.102305
3006,751.124168,715.558187
3007,853.888208,803.536156
3008,914.658642,781.832078
3009,977.018745,724.667406
3010,1021.64689,669.92298
3011,1055.4198,601.984118
3012,1077.414668,595.867166
3013,1083.971463,613.656297
3014,1105.100289,635.107163
3015,1113.223527,673.356732
3016,1110.060309,749.756871
3017,1097.28965,827.020785
3018,1071.987468,921.124848
3019,1035.338881,964.687998
3020,1043.033086,979.970956
3021,1010.246371,946.309518
3022,942.19619,885.335616
3023,855.441082,806.520333
3024,766.633236,725.467375
3025,689.304999,654.825784
3026,650.666184,620.182223
3027,628.832685,598.659678
3028,626.570739,596.051141
3029,667.57523,637.172923
3030,747.889375,712.661478
3031,845.23625,795.117275
3032,905.237065,776.098752
3033,964.59081,728.227602
3034,1015.782244,678.934124
3035,1047.700846,662.07995
3036,1068.96896,651.766285
3037,1071.420534,631.892731
3038,1098.861942,637.712581
3039,1106.608187,678.682137
3040,1106.476865,752.242958
3041,1083.967064,834.585172
3042,1048.691502,906.281341
3043,1008.72369,939.131143
3044,1000.474478,938.95888
3045,970.163282,905.068228
3046,921.145203,865.539884
3047,854.554027,807.065709
3048,773.337788,732.586492
3049,712.619286,676.025224
3050,667.785979,637.22143
3051,637.222688,607.690225
3052,628.652457,599.266392
3053,646.782667,618.583787
3054,689.307735,659.056114
3055,739.25038,694.34268
3056,800.67713,673.319687
3057,886.290965,646.465408
3058,955.76718,643.952077
3059,997.988925,629.129737
3060,1025.30209,644.354003
3061,1023.329849,672.157328
3062,1041.354025,698.238937
3063,1032.844279,719.62255
3064,1034.150467,787.887748
3065,1026.784084,823.829626
3066,1008.017186,866.277659
3067,985.076974,915.075996
3068,987.986889,921.194117
3069,961.694546,901.026805
3070,920.255784,866.563743
3071,856.444625,809.328895
3072,782.957942,743.625241
3073,684.778221,649.256479
3074,643.617296,610.827056
3075,617.69058,587.334765
3076,606.683516,577.83003
3077,617.03528,589.602602
3078,649.021641,619.498879
3079,683.606251,634.439215
3080,728.720578,603.040741
3081,809.755892,573.965633
3082,877.101759,538.180144
3083,916.228145,513.92748
3084,948.767351,528.698699
3085,957.246412,518.111382
3086,978.653586,526.918359
3087,997.124433,571.322253
3088,1000.539697,659.287434
3089,1002.728349,754.63298
3090,995.637024,858.714098
3091,978.594189,913.835052
3092,986.585859,927.812023
3093,964.087763,904.525506
3094,913.773048,860.346644
3095,828.134619,780.822535
3096,744.869402,705.303571
3097,689.766793,654.174851
