hour,window_hour,demand_mw,name,fuel,dispatch_mw,varcost_usd_per_mwh,emissions_kg_co2
6331,19,1054.257588,Waiau W7,LSFO,32.25758799999975,134.48258,30546.214764649612
6331,19,1054.257588,Waiau W8,LSFO,54.46,134.48258,51570.71434116
6331,19,1054.257588,Schofield Generating Station S1,ULSD_SGS,0.0,147.332413,0.0
6331,19,1054.257588,Schofield Generating Station S2,ULSD_SGS,0.0,147.332413,0.0
6331,19,1054.257588,Schofield Generating Station S3,ULSD_SGS,0.0,147.332413,0.0
6331,19,1054.257588,Schofield Generating Station S4,ULSD_SGS,0.0,147.332413,0.0
6331,19,1054.257588,Schofield Generating Station S5,ULSD_SGS,0.0,147.332413,0.0
6331,19,1054.257588,Schofield Generating Station S6,ULSD_SGS,0.0,147.332413,0.0
6331,19,1054.257588,Waiau W10,Diesel,0.0,222.342737,0.0
6331,19,1054.257588,Waiau W9,Diesel,0.0,222.342737,0.0
6331,19,1054.257588,Campbell Industrial Park CIP1,ULSD_CIP,0.0,237.972266,0.0
6332,20,1038.045154,H Power GEN1,Municipal solid waste,58.0,10.0,39187.561263999996
6332,20,1038.045154,H Power GEN2,Municipal solid waste,28.0,10.0,18918.133024
6332,20,1038.045154,Kalaeloa combined cycle,LSFO,220.0,96.054293,148108.81162
6332,20,1038.045154,Kahe K1,LSFO,77.9,126.396861,69160.6527203
6332,20,1038.045154,Kahe K2,LSFO,78.1,126.396861,69338.2153717
6332,20,1038.045154,Kahe K3,LSFO,82.1,126.396861,72889.4683997
6332,20,1038.045154,Kahe K4,LSFO,87.2,126.396861,77417.3160104
6332,20,1038.045154,Kahe K5,LSFO,128.1,126.396861,113728.8782217
6332,20,1038.045154,Kahe K6,LSFO,128.7,126.396861,114261.56617589999
6332,20,1038.045154,Waiau W3,LSFO,18.88,134.48258,17878.352676479997
6332,20,1038.045154,Waiau W4,LSFO,19.08,134.48258,18067.742005679997
6332,20,1038.045154,Waiau W5,LSFO,20.76,134.48258,19658.61237096
6332,20,1038.045154,Waiau W6,LSFO,28.98515399999974,134.48258,27447.394364093238
6332,20,1038.045154,Waiau W7,LSFO,31.12,134.48258,29468.97962352
6332,20,1038.045154,Waiau W8,LSFO,31.12,134.48258,29468.97962352
6332,20,1038.045154,Schofield Generating Station S1,ULSD_SGS,0.0,147.332413,0.0
6332,20,1038.045154,Schofield Generating Station S2,ULSD_SGS,0.0,147.332413,0.0
6332,20,1038.045154,Schofield Generating Station S3,ULSD_SGS,0.0,147.332413,0.0
6332,20,1038.045154,Schofield Generating Station S4,ULSD_SGS,0.0,147.332413,0.0
6332,20,1038.045154,Schofield Generating Station S5,ULSD_SGS,0.0,147.332413,0.0
6332,20,1038.045154,Schofield Generating Station S6,ULSD_SGS,0.0,147.332413,0.0
6332,20,1038.045154,Waiau W10,Diesel,0.0,222.342737,0.0
6332,20,1038.045154,Waiau W9,Diesel,0.0,222.342737,0.0
6332,20,1038.045154,Campbell Industrial Park CIP1,ULSD_CIP,0.0,237.972266,0.0
6333,21,992.577567,H Power GEN1,Municipal solid waste,58.0,10.0,39187.561263999996
6333,21,992.577567,H Power GEN2,Municipal solid waste,28.0,10.0,18918.133024
6333,21,992.577567,Kalaeloa combined cycle,LSFO,220.0,96.054293,148108.81162
6333,21,992.577567,Kahe K1,LSFO,77.9,126.396861,69160.6527203
6333,21,992.577567,Kahe K2,LSFO,54.669999999999995,126.396861,48536.75076019
6333,21,992.577567,Kahe K3,LSFO,82.1,126.396861,72889.4683997
6333,21,992.577567,Kahe K4,LSFO,87.2,126.396861,77417.3160104
6333,21,992.577567,Kahe K5,LSFO,114.3275669999999,126.396861,101501.52962315563
6333,21,992.577567,Kahe K6,LSFO,128.7,126.396861,114261.56617589999
6333,21,992.577567,Waiau W3,LSFO,18.88,134.48258,17878.352676479997
6333,21,992.577567,Waiau W4,LSFO,19.08,134.48258,18067.742005679997
6333,21,992.577567,Waiau W5,LSFO,20.76,134.48258,19658.61237096
6333,21,992.577567,Waiau W6,LSFO,20.72,134.48258,19620.73450512
6333,21,992.577567,Waiau W7,LSFO,31.12,134.48258,29468.97962352
6333,21,992.577567,Waiau W8,LSFO,31.12,134.48258,29468.97962352
6333,21,992.577567,Schofield Generating Station S1,ULSD_SGS,0.0,147.332413,0.0
6333,21,992.577567,Schofield Generating Station S2,ULSD_SGS,0.0,147.332413,0.0
6333,21,992.577567,Schofield Generating Station S3,ULSD_SGS,0.0,147.332413,0.0
6333,21,992.577567,Schofield Generating Station S4,ULSD_SGS,0.0,147.332413,0.0
6333,21,992.577567,Schofield Generating Station S5,ULSD_SGS,0.0,147.332413,0.0
6333,21,992.577567,Schofield Generating Station S6,ULSD_SGS,0.0,147.332413,0.0
6333,21,992.577567,Waiau W10,Diesel,0.0,222.342737,0.0
6333,21,992.577567,Waiau W9,Diesel,0.0,222.342737,0.0
6333,21,992.577567,Campbell Industrial Park CIP1,ULSD_CIP,0.0,237.972266,0.0
6334,22,940.590337,H Power GEN1,Municipal solid waste,58.0,10.0,39187.561263999996
6334,22,940.590337,H Power GEN2,Municipal solid waste,28.0,10.0,18918.133024
6334,22,940.590337,Kalaeloa combined cycle,LSFO,220.0,96.054293,148108.81162
6334,22,940.590337,Kahe K1,LSFO,61.73033699999981,126.396861,54805.01154767744
6334,22,940.590337,Kahe K2,LSFO,31.24,126.396861,27735.28614868
6334,22,940.590337,Kahe K3,LSFO,82.1,126.396861,72889.4683997
6334,22,940.590337,Kahe K4,LSFO,61.040000000000006,126.396861,54192.121207280004
6334,22,940.590337,Kahe K5,LSFO,128.1,126.396861,113728.8782217
6334,22,940.590337,Kahe K6,LSFO,128.7,126.396861,114261.56617589999
6334,22,940.590337,Waiau W3,LSFO,18.88,134.48258,17878.352676479997
6334,22,940.590337,Waiau W4,LSFO,19.08,134.48258,18067.742005679997
6334,22,940.590337,Waiau W5,LSFO,20.76,134.48258,19658.61237096
6334,22,940.590337,Waiau W6,LSFO,20.72,134.48258,19620.73450512
6334,22,940.590337,Waiau W7,LSFO,31.12,134.48258,29468.97962352
6334,22,940.590337,Waiau W8,LSFO,31.12,134.48258,29468.97962352
6334,22,940.590337,Schofield Generating Station S1,ULSD_SGS,0.0,147.332413,0.0
6334,22,940.590337,Schofield Generating Station S2,ULSD_SGS,0.0,147.332413,0.0
6334,22,940.590337,Schofield Generating Station S3,ULSD_SGS,0.0,147.332413,0.0
6334,22,940.590337,Schofield Generating Station S4,ULSD_SGS,0.0,147.332413,0.0
6334,22,940.590337,Schofield Generating Station S5,ULSD_SGS,0.0,147.332413,0.0
6334,22,940.590337,Schofield Generating Station S6,ULSD_SGS,0.0,147.332413,0.0
6334,22,940.590337,Waiau W10,Diesel,0.0,222.342737,0.0
6334,22,940.590337,Waiau W9,Diesel,0.0,222.342737,0.0
6334,22,940.590337,Campbell Industrial Park CIP1,ULSD_CIP,0.0,237.972266,0.0
6335,23,860.30791,H Power GEN1,Municipal solid waste,58.0,10.0,39187.561263999996
6335,23,860.30791,H Power GEN2,Municipal solid waste,28.0,10.0,18918.133024
6335,23,860.30791,Kalaeloa combined cycle,LSFO,220.0,96.054293,148108.81162
6335,23,860.30791,Kahe K1,LSFO,46.03790999999987,126.396861,40873.06682257276
6335,23,860.30791,Kahe K2,LSFO,31.24,126.396861,27735.28614868
6335,23,860.30791,Kahe K3,LSFO,82.1,126.396861,72889.4683997
6335,23,860.30791,Kahe K4,LSFO,34.88,126.396861,30966.926404160004
6335,23,860.30791,Kahe K5,LSFO,89.66999999999999,126.396861,79610.21475519
6335,23,860.30791,Kahe K6,LSFO,128.7,126.396861,114261.56617589999
6335,23,860.30791,Waiau W3,LSFO,18.88,134.48258,17878.352676479997
6335,23,860.30791,Waiau W4,LSFO,19.08,134.48258,18067.742005679997
6335,23,860.30791,Waiau W5,LSFO,20.76,134.48258,19658.61237096
6335,23,860.30791,Waiau W6,LSFO,20.72,134.48258,19620.73450512
6335,23,860.30791,Waiau W7,LSFO,31.12,134.48258,29468.97962352
6335,23,860.30791,Waiau W8,LSFO,31.12,134.48258,29468.97962352
6335,23,860.30791,Schofield Generating Station S1,ULSD_SGS,0.0,147.332413,0.0
6335,23,860.30791,Schofield Generating Station S2,ULSD_SGS,0.0,147.332413,0.0
6335,23,860.30791,Schofield Generating Station S3,ULSD_SGS,0.0,147.332413,0.0
6335,23,860.30791,Schofield Generating Station S4,ULSD_SGS,0.0,147.332413,0.0
6335,23,860.30791,Schofield Generating Station S5,ULSD_SGS,0.0,147.332413,0.0
6335,23,860.30791,Schofield Generating Station S6,ULSD_SGS,0.0,147.332413,0.0
6335,23,860.30791,Waiau W10,Diesel,0.0,222.342737,0.0
6335,23,860.30791,Waiau W9,Diesel,0.0,222.342737,0.0
6335,23,860.30791,Campbell Industrial Park CIP1,ULSD_CIP,0.0,237.972266,0.0
6336,24,785.29314,H Power GEN1,Municipal solid waste,58.0,10.0,39187.561263999996
6336,24,785.29314,H Power GEN2,Municipal solid waste,28.0,10.0,18918.133024
6336,24,785.29314,Kalaeloa combined cycle,LSFO,220.0,96.054293,148108.81162
6336,24,785.29314,Kahe K1,LSFO,31.16,126.396861,27664.26108812
6336,24,785.29314,Kahe K2,LSFO,31.24,126.396861,27735.28614868
6336,24,785.29314,Kahe K3,LSFO,57.47,126.396861,51022.62787979
6336,24,785.29314,Kahe K4,LSFO,37.8031399999999,126.396861,33562.128848226894
6336,24,785.29314,Kahe K5,LSFO,51.24,126.396861,45491.551288680006
6336,24,785.29314,Kahe K6,LSFO,128.7,126.396861,114261.56617589999
6336,24,785.29314,Waiau W3,LSFO,18.88,134.48258,17878.352676479997
6336,24,785.29314,Waiau W4,LSFO,19.08,134.48258,18067.742005679997
6336,24,785.29314,Waiau W5,LSFO,20.76,134.48258,19658.61237096
6336,24,785.29314,Waiau W6,LSFO,20.72,134.48258,19620.73450512
6336,24,785.29314,Waiau W7,LSFO,31.12,134.48258,29468.97962352
6336,24,785.29314,Waiau W8,LSFO,31.12,134.48258,29468.97962352
6336,24,785.29314,Schofield Generating Station S1,ULSD_SGS,0.0,147.332413,0.0
6336,24,785.29314,Schofield Generating Station S2,ULSD_SGS,0.0,147.332413,0.0
6336,24,785.29314,Schofield Generating Station S3,ULSD_SGS,0.0,147.332413,0.0
6336,24,785.29314,Schofield Generating Station S4,ULSD_SGS,0.0,147.332413,0.0
6336,24,785.29314,Schofield Generating Station S5,ULSD_SGS,0.0,147.332413,0.0
6336,24,785.29314,Schofield Generating Station S6,ULSD_SGS,0.0,147.332413,0.0
6336,24,785.29314,Waiau W10,Diesel,0.0,222.342737,0.0
6336,24,785.29314,Waiau W9,Diesel,0.0,222.342737,0.0
6336,24,785.29314,Campbell Industrial Park CIP1,ULSD_CIP,0.0,237.972266,0.0
